Date_Time,Sitka_rain_mm_Tot,Sitka_ec5_vwc_sp2_40cm_mean,Sitka_ec5_vwc_sp2_20cm_mean,Sitka_waterPressure_psig_sp2_60cm_mean,Sitka_ec5_vwc_sp2_40cm_max,Sitka_ec5_vwc_sp2_20cm_max,Sitka_waterPressure_psig_sp2_60cm_max
2019-09-18 00:00:00,3.8,0.2262440476190476,0.24290277777777772,0.19346616716269838,0.235,0.245,0.354297
2019-09-19 00:00:00,18.6,0.22484027777777774,0.24447222222222217,0.3016367048611111,0.227,0.246,0.381552
2019-09-20 00:00:00,57.2,0.2267361111111111,0.2432361111111111,0.3887050625,0.227,0.245,0.499848
2019-09-21 00:00:00,24.6,0.22703819444444442,0.24501736111111108,0.4034778993055555,0.228,0.246,0.487371
2019-09-22 00:00:00,12.8,0.22696874999999997,0.24509722222222222,0.34471338541666663,0.227,0.246,0.37297
2019-09-23 00:00:00,4.800000000000001,0.2266631944444444,0.2439131944444444,0.25806278472222216,0.227,0.245,0.299274
2019-09-24 00:00:00,34.2,0.22645138888888885,0.2444895833333333,0.37517988194444446,0.227,0.245,0.441904
2019-09-25 00:00:00,12.8,0.22668055555555552,0.24517013888888886,0.35820457638888886,0.227,0.246,0.411431
2019-09-26 00:00:00,12.200000000000001,0.22682291666666662,0.24488194444444442,0.29747787847222223,0.227,0.245,0.332208
2019-09-27 00:00:00,0.0,0.22681944444444443,0.2437986111111111,0.2378885069444444,0.227,0.244,0.268125
2019-09-28 00:00:00,0.0,0.2269861111111111,0.24307638888888886,0.22044499305555554,0.227,0.244,0.229082
2019-09-29 00:00:00,0.0,0.2264722222222222,0.24269791666666662,0.20031114930555552,0.227,0.243,0.213927
2019-09-30 00:00:00,2.6,0.22568402777777777,0.24251041666666664,0.17333922916666664,0.226,0.243,0.186157
2019-10-01 00:00:00,40.8,0.2266145833333333,0.2442881944444444,0.2969584722222222,0.227,0.246,0.418166
2019-10-02 00:00:00,4.2,0.22706944444444443,0.24501736111111108,0.29867294791666665,0.228,0.246,0.396873
2019-10-03 00:00:00,0.0,0.227,0.2441423611111111,0.21445038541666664,0.227,0.245,0.234876
2019-10-04 00:00:00,0.0,0.227,0.243125,0.20784274652777776,0.227,0.244,0.216414
2019-10-05 00:00:00,9.6,0.22673263888888887,0.24349652777777775,0.22235477430555553,0.228,0.244,0.278483
2019-10-06 00:00:00,37.800000000000004,0.227,0.2448888888888889,0.3971517465277778,0.227,0.245,0.44363
2019-10-07 00:00:00,0.8,0.227,0.24423263888888888,0.2813858645833333,0.227,0.245,0.374194
2019-10-08 00:00:00,0.0,0.22680555555555557,0.2420798611111111,0.21872924999999996,0.227,0.243,0.23009
2019-10-09 00:00:00,7.4,0.22634027777777777,0.242,0.2108507430555555,0.227,0.242,0.21498
2019-10-10 00:00:00,1.2000000000000002,0.226,0.2420486111111111,0.2124904166666666,0.226,0.243,0.219632
2019-10-11 00:00:00,15.200000000000001,0.22600694444444444,0.24209722222222219,0.2238318020833333,0.227,0.243,0.300886
2019-10-12 00:00:00,14.200000000000001,0.226,0.24288194444444444,0.27121140625,0.226,0.243,0.326106
2019-10-13 00:00:00,0.8,0.226,0.2426597222222222,0.26424259027777774,0.226,0.243,0.318047
2019-10-14 00:00:00,0.4,0.22594791666666666,0.24224999999999997,0.22311793749999995,0.226,0.243,0.231156
2019-10-15 00:00:00,31.6,0.22482638888888887,0.24206944444444445,0.3218465208333333,0.226,0.243,0.404545
2019-10-16 00:00:00,4.6000000000000005,0.22573263888888886,0.2431458333333333,0.25645660763888883,0.226,0.244,0.29715
2019-10-17 00:00:00,0.6000000000000001,0.226,0.243,0.2257708055555555,0.226,0.243,0.233178
2019-10-18 00:00:00,20.6,0.22583680555555555,0.2428888888888889,0.2661460243055555,0.227,0.243,0.381466
2019-10-19 00:00:00,3.4000000000000004,0.22538888888888886,0.2428020833333333,0.2652759618055555,0.226,0.243,0.344007
2019-10-20 00:00:00,1.0,0.22565624999999997,0.24214930555555556,0.22800237847222218,0.226,0.243,0.23668
2019-10-21 00:00:00,0.0,0.22561805555555556,0.24218055555555554,0.22125995486111108,0.226,0.243,0.224273
2019-10-22 00:00:00,5.4,0.22546527777777772,0.2419305555555555,0.21882726736111105,0.226,0.242,0.222905
2019-10-23 00:00:00,17.4,0.22507986111111108,0.2420868055555555,0.22610059027777774,0.226,0.243,0.312007
2019-10-24 00:00:00,3.4000000000000004,0.22572222222222216,0.24297569444444442,0.30084680555555554,0.226,0.243,0.354035
2019-10-25 00:00:00,7.2,0.22592361111111106,0.24320833333333328,0.26917537152777776,0.226,0.244,0.287704
2019-10-26 00:00:00,0.0,0.22589583333333327,0.2424305555555555,0.23464226388888884,0.226,0.243,0.246657
2019-10-27 00:00:00,0.0,0.22591666666666663,0.24202430555555554,0.2315996145833333,0.226,0.243,0.233993
2019-10-28 00:00:00,0.0,0.22472222222222218,0.24167361111111108,0.22846788194444442,0.226,0.243,0.230673
2019-10-29 00:00:00,14.200000000000001,0.22415972222222222,0.24112152777777776,0.22969778819444442,0.225,0.242,0.299374
2019-10-30 00:00:00,35.6,0.22400694444444444,0.24240277777777774,0.36549385416666663,0.225,0.243,0.432144
